Year,Week Ending Date,Week Number,WED (mmdd),Detail Record Count,Date Received from AKR,Date Loaded to Repository,Processor Federal Permit,Processor Vessel Name,Processor Name,Processor Plant/Operation,Vessel ADFG,Vessel Name,Vessel Length,Trip Target Group,Trip Target Name,Species Group,Species,Gear,FMP Area,FMP Subarea,NMFS Area,Retained/Discarded,# Distinct Processors,# Distinct Vessels,Conf Flag,Catch (mt),Weight Posted (Sum),Reporting Area Code,Harvest Sector
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,20339,ENTERPRISE,78,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0015865987,0.0015865987,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,20339,ENTERPRISE,78,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.000530377,0.000530377,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.001031806,0.001031806,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0019713625,0.0019713625,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Retained,1,1,1,0.0058967008,0.0058967008,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0089335345,0.0089335345,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,31170,FV EL CAPORAL,38,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0000975543,0.0000975543,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,31170,FV EL CAPORAL,38,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.000032611,0.000032611,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0013309872,0.0013309872,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0025429764,0.0025429764,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.011523891,0.011523891,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0014400028,0.0014400028,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Retained,1,1,1,0.0009071847,0.0009071847,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0004813721,0.0004813721,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,78238,INSATIABLE,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,620,Discarded,1,1,1,0.0017694527,0.0017694527,620,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,78238,INSATIABLE,57,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,620,Discarded,1,1,1,0.0005915024,0.0005915024,620,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,28721,,"""""",,29390,LAURA S,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0010140064,0.0010140064,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,28721,,"""""",,29390,LAURA S,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0003389677,0.0003389677,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,05721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0022735151,0.0022735151,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,05721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0043437648,0.0043437648,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,05721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0196844426,0.0196844426,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,39146,HALCYON,51,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.000600057,0.000600057,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,39146,HALCYON,51,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0002005904,0.0002005904,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,57986,EMILY ROSE,55,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.000711167,0.000711167,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,57986,EMILY ROSE,55,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0002377328,0.0002377328,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,75343,ALASKAN DREAM,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0003244758,0.0003244758,630,CV
2021,2021-01-02,1,0102,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,75343,ALASKAN DREAM,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0001084676,0.0001084676,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,20339,ENTERPRISE,78,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0027447354,0.0027447354,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,20339,ENTERPRISE,78,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0009175247,0.0009175247,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Retained,1,1,1,0.0049895161,0.0049895161,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0016262159,0.0016262159,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0015535205,0.0015535205,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Retained,1,1,1,0.0022679618,0.0022679618,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0070400188,0.0070400188,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,31170,FV EL CAPORAL,38,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0000901257,0.0000901257,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,31170,FV EL CAPORAL,38,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0000301277,0.0000301277,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0029850264,0.0029850264,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0028515891,0.0028515891,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.012922418,0.012922418,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0014032606,0.0014032606,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0004690893,0.0004690893,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,78238,INSATIABLE,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,620,Discarded,1,1,1,0.0012827773,0.0012827773,620,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,78238,INSATIABLE,57,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,620,Discarded,1,1,1,0.0004288136,0.0004288136,620,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,28721,,"""""",,29390,LAURA S,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0008353537,0.0008353537,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,28721,,"""""",,29390,LAURA S,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0002792464,0.0002792464,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,47647,NORTHERN STAR,53,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,WG,610,Discarded,1,1,1,0.0014305394,0.0014305394,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,47647,NORTHERN STAR,53,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,WG,610,Discarded,1,1,1,0.0013665911,0.0013665911,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,47647,NORTHERN STAR,53,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,WG,610,Discarded,1,1,1,0.0061929194,0.0061929194,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,53446,MISS ROXANNE,53,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,WG,610,Discarded,1,1,1,0.0010787648,0.0010787648,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,53446,MISS ROXANNE,53,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,WG,610,Discarded,1,1,1,0.0010305417,0.0010305417,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,53446,MISS ROXANNE,53,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,WG,610,Discarded,1,1,1,0.0046700593,0.0046700593,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5306,,"""""",,61304,DOMINION,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,WG,610,Discarded,1,1,1,0.0024580488,0.0024580488,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5306,,"""""",,61304,DOMINION,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,WG,610,Discarded,1,1,1,0.0008216896,0.0008216896,610,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,05721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0062708556,0.0062708556,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,05721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0059905346,0.0059905346,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,05721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0271470354,0.0271470354,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,06710,IRENE H,82,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0045118908,0.0045118908,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,06710,IRENE H,82,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0043101994,0.0043101994,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,06710,IRENE H,82,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0195323362,0.0195323362,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,39146,HALCYON,51,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.000642546,0.000642546,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,39146,HALCYON,51,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0002147937,0.0002147937,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,45140,SEA DREAM,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0018081937,0.0018081937,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,45140,SEA DREAM,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0017273634,0.0017273634,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,45140,SEA DREAM,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.007827815,0.007827815,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,52119,PROVIDENCE,70,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0025926438,0.0025926438,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,52119,PROVIDENCE,70,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.002476747,0.002476747,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,52119,PROVIDENCE,70,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0112237627,0.0112237627,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,57986,EMILY ROSE,55,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0012574091,0.0012574091,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,57986,EMILY ROSE,55,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0004203333,0.0004203333,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,75343,ALASKAN DREAM,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0020726974,0.0020726974,630,CV
2021,2021-01-09,2,0109,1,2021-09-26 19:00:05,2021-09-27 07:45:01,5342,,"""""",,75343,ALASKAN DREAM,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0006928723,0.0006928723,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,20339,ENTERPRISE,78,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0016104745,0.0016104745,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,20339,ENTERPRISE,78,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0005383583,0.0005383583,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.001223616,0.001223616,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0011689177,0.0011689177,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,23258,SUMNER STRAIT,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0052971317,0.0052971317,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,31170,FV EL CAPORAL,38,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0001976139,0.0001976139,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,31170,FV EL CAPORAL,38,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0000660595,0.0000660595,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.004473351,0.004473351,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, yelloweye (red snapper)""",POT,GOA,CG,630,Discarded,1,1,1,0.0042733824,0.0042733824,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Shark,"""shark, spiny dogfish""",POT,GOA,CG,630,Discarded,1,1,1,0.0193654946,0.0193654946,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0015988107,0.0015988107,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0005344593,0.0005344593,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,78238,INSATIABLE,57,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,620,Discarded,1,1,1,0.0040796574,0.0040796574,620,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,27990,,"""""",,78238,INSATIABLE,57,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,620,Discarded,1,1,1,0.0013637703,0.0013637703,620,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,28721,,"""""",,29390,LAURA S,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0021917217,0.0021917217,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,28721,,"""""",,29390,LAURA S,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0007326608,0.0007326608,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,30883,,"""""",,57986,EMILY ROSE,55,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,CG,630,Discarded,1,1,1,0.0004931589,0.0004931589,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,30883,,"""""",,57986,EMILY ROSE,55,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,CG,630,Discarded,1,1,1,0.0001648559,0.0001648559,630,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,21312,HEATHER MARGENE,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,WG,610,Discarded,1,1,1,0.0023151333,0.0023151333,610,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,21312,HEATHER MARGENE,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,WG,610,Discarded,1,1,1,0.0007739155,0.0007739155,610,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,41401,LADY LEE DAWN,58,Pacific Cod,Pacific Cod,GOA Dusky Rockfish,"""rockfish, dusky""",POT,GOA,WG,610,Discarded,1,1,1,0.003111318,0.003111318,610,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,41401,LADY LEE DAWN,58,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,WG,610,Discarded,1,1,1,0.0010400685,0.0010400685,610,CV
2021,2021-01-16,3,0116,1,2021-09-26 19:00:05,2021-09-27 07:45:01,35448,,"""""",,47647,NORTHERN STAR,53,Pacific Cod,Pacific Cod,Other Rockfish,"""rockfish, other""",POT,GOA,WG,610,Discarded,1,1,1,0.0011240573,0.0011240573,610,CV
